cdf_0 cdf_1
3.5791163579923166 -9.77590881189621
4.7383538437787225 -11.46437457195442
5.304796684965623 -19.198833528420263
2.6604820007832943 -6.651494801274963
5.196929347599073 -18.041893884662397
4.8162692793518005 -17.2957988683444
3.391401874299801 -8.632083110922665
4.171133950879934 -12.626728994222074
5.679239394434754 -16.012602339448144
2.5358276894030842 -8.718464823389201
4.587238959998596 -18.10695929770261
6.119990693614583 -19.03830936341643
1.3796176258840287 -5.232829792256091
7.2572708698804895 -16.846498695012528
4.379243226597268 -16.27924290598787
6.60501553131825 -16.783101497885408
6.615408934306379 -18.59880874363887
5.3082790365973285 -15.655354324350835
5.2870939598112665 -18.412019172960107
4.602152728890646 -16.25113031491602
8.935985548707936 -19.12497381698707
4.666961045090707 -16.96904626288279
3.0893075287824487 -8.83946334546376
4.301442100554563 -16.23215400919955
5.364989884416568 -15.887127001850137
5.3747316779264 -15.463568235501196
4.838192195549443 -13.573878715699076
4.4760270608004005 -17.478761344232566
8.104850457194313 -19.838185260870766
5.490917984529384 -16.687489526933756
6.603719881193053 -15.063099878482522
1.50603484603164 -6.7853600248157235
5.161011065225774 -15.777229252832022
7.308777477232322 -15.622741251487492
3.5692127227073955 -9.165967016927851
1.4154968814615603 -3.97331657369185
4.387692361128582 -13.229208866021246
5.740796172041688 -18.470712655533255
4.1681966945756095 -14.336766792950073
3.568573278568901 -13.656673478222755
5.668895506042779 -19.01919923886458
7.086477562202143 -18.401666318348557
7.504345134629336 -19.479429201596897
3.5733459007851023 -12.6257488352382
7.5867468662696655 -18.103218509919078
5.759225347403522 -17.234028384884862
6.346174569828667 -19.345098745655353
5.386493629390247 -18.07437377461836
2.4366597200323232 -10.378734622920923
3.132279157400961 -12.016340631513549
6.431709380165286 -18.010902719461523
2.273085250838402 -9.45098583023948
7.544294328679169 -18.492186399372024
3.441193125939192 -11.881635316874597
3.1547009056510666 -13.651709382876064
4.773148842612457 -10.101281236503876
4.8248507576500534 -14.65986834831948
4.618514516578211 -17.76652862457281
4.636590329083733 -14.713870025124727
8.194508446458618 -18.753809619091154
6.2198192022255725 -18.57990382832056
5.068088132890099 -18.1284756604574
5.225161512264258 -12.118444888736821
3.4353029806714837 -7.664143562724156
4.5167685967600395 -14.572732437274315
5.053723459879165 -15.858775702695626
5.674352878086108 -18.544743903725326
7.0382336651684225 -19.659284412819773
2.707802255911396 -11.500738915834727
5.784189869193145 -19.110055231647266
3.4706900898686546 -12.550486263691173
7.0576685054363075 -19.990971920499344
4.712360574498488 -11.02533134133591
1.2626450247115608 -8.177328409627961
4.198882823873391 -13.090307145766777
6.466987385531277 -16.213268181326793
4.5122220739743755 -12.384438088353985
5.409432436403301 -17.33160910301381
4.136887950042606 -13.41184993719266
3.3470042805078912 -10.60674592159287
5.335927285712097 -18.127634360949127
3.624498539229506 -16.055702061253093
6.475999302544704 -18.347699257075686
5.114977738585126 -17.140491087173448
3.9383833158832617 -14.343198755177038
6.3851650867393275 -17.365683678135632
9.105830756890327 -19.999854215835775
3.8805598229996994 -14.593989017998366
1.7634951572900057 -8.104662437614444
2.3904516765585706 -12.331526508076957
6.4250847576766486 -18.385384541691884
2.65466099145673 -8.138345792567293
6.906171944131703 -18.81128910437525
6.585467064816479 -17.239537627709467
2.073543001600571 -6.742550216313582
5.25465270543498 -16.772059358153726
3.4003620088404487 -14.794308061184816
6.843346503984026 -16.210697447329416
7.3844393458371185 -19.515601287219702
5.0110665542512995 -15.647895069438754
3.88752926914041 -11.238555578944364
6.4714377386143465 -19.317298227644258
5.29824212446741 -17.666297895753836
4.283198290083292 -15.765453815982099
3.407213121994859 -9.710620373275566
6.830538287570936 -17.578819704560825
5.2818243734955415 -16.291204773463882
5.253944101230235 -12.56946435807371
2.903831953098444 -9.93491535548942
5.697297860199023 -12.844014253196693
7.622416472740199 -19.02992411927396
4.791293868101662 -17.02898335743091
3.9605684983865808 -16.805716545796393
3.9408916802727596 -12.334773106478707
4.22156894394659 -13.686472129395087
7.315911746893058 -18.751674230083534
4.404557633346046 -19.602576784869793
6.184807769582714 -18.997250941469414
4.233271501205071 -19.328081997495453
2.816189195911699 -9.970655684273257
6.635429336372689 -17.462203370684357
3.887529247701986 -11.14022038375074
6.813205336156567 -17.673367091210906
4.357621447133072 -9.793338510202812
3.547673500999923 -12.074229096299504
6.2066210061937355 -19.136772457440227
5.177674665391965 -15.665456374738788
3.0183171865385083 -8.648922713871386
1.7732226150497237 -5.042175549105346
4.0051364252306625 -13.825057028672681
6.77728305657849 -18.36090385248268
5.941806421783937 -16.880510914244788
2.906650710477483 -16.023831533416928
7.536630238788851 -17.00534977062566
5.849409728651552 -14.012146267756831
6.382166387529186 -17.96069700751401
5.958991852144437 -15.62428269185681
6.452700363117365 -17.40249836031877
2.8071012095754417 -5.343994024597871
3.8874298567428003 -9.31401839100478
4.176087752973414 -12.865406848401872
3.6026563885942036 -19.840951632044366
7.621290447653655 -19.939648089516574
3.236544321537501 -13.86691572189936
5.343203491909232 -17.444861534283024
8.323746987387612 -19.74088730430819
6.049137882563115 -17.915803535148925
3.81418209987898 -19.08910617465292
4.952703663228177 -14.635275520760905
6.180818411553862 -16.81170508079403
4.559232657389469 -11.398208619133166
5.142037324634351 -13.848656873446945
4.5867407975981855 -15.622133722444444
3.647386132652813 -8.678347622037409
7.54613579679418 -19.79606335191723
6.333017725666886 -18.041183189682236
7.291966233953057 -15.437574205763319
4.200344567960234 -13.68299025084342
5.494618148041676 -15.306488078620768
2.9980264509429975 -11.806587323154616
4.036816527818684 -12.721441850861684
3.100525364921136 -9.328330795754258
3.695245205575676 -11.908327171509109
3.667260335491875 -12.002917505388796
3.8999122309113607 -8.40049823478001
5.4184132257728965 -13.612746051133547
4.288813894575305 -13.115905206767934
4.357059355944801 -10.765128332804368
7.389959277719288 -19.306178785098847
6.664397699100131 -15.23051362961366
6.05296250052615 -19.510183377663335
1.8261080800954939 -5.613701186665843
4.880515857275842 -18.906856012629504
5.467160188467671 -15.18179648824728
4.966962304439258 -17.351041172333815
5.319042482491735 -18.08790801850125
4.600663887049746 -16.13409616096894
6.573933699559245 -16.74431743287532
7.2995835749256 -15.641177991638859
5.1159772181964795 -13.089849414166668
1.4170667355707414 -8.253326353716432
5.811866993557571 -18.04172407061377
7.423636133900979 -19.048609940100736
7.676243192182417 -17.57942130553269
3.6547121602106505 -14.984130802124152
3.6200488379570968 -9.661660037043992
4.646198661318985 -15.792753284379966
6.076728269630865 -18.367210550388993
5.402853032041094 -15.252944987216567
3.1197488359516967 -13.812435875018839
3.794450823199896 -8.581713943955585
6.631498315935234 -19.44220977036636
4.687771417470456 -9.174421696646196
6.056181886159653 -17.754696355296222
4.780785792091646 -18.128357326260264
3.764345826896692 -14.753607907629362
4.740220725574231 -13.397811398626878
4.403370635893255 -19.483722140587236
4.511011735839846 -15.977529699840192
4.650373498427268 -16.176457973827354
4.221214650494796 -14.574536085390868
2.616913884179198 -8.72887442002527
6.0839125108508405 -18.8035889634881
5.706312746447937 -19.07690124848298
4.64437414934538 -15.72334862910132
2.6002846419421366 -6.104541492182554
5.463376901175435 -15.555250316620047
3.3928958269287817 -13.923071926763342
6.3824367173872245 -19.215352353727653
1.958047203204423 -6.894951202388439
7.1150599036138935 -19.386404059089354
10.167173634096308 -19.751519440676944
5.370054540948577 -15.172202094179061
5.239389446854771 -16.072843309013432
4.0145381386745935 -10.954531092086782
4.003365532879972 -16.39139946095145
5.21531172452577 -13.484640679441274
5.7795819495471825 -14.695481417263428
4.353140064442654 -13.048907813528153
0.6084830843313558 -2.3877909184016897
4.093898305389944 -15.52325379911107
6.810660510746131 -17.254687135270505
2.682722532261951 -7.995873339955315
6.223742854970454 -17.275359568148303
4.241760546667197 -13.941436833067314
4.25990863236299 -17.379584803199783
3.3741021658002515 -19.46480048749273
6.093681797112103 -14.542090087443187
1.2517785737313796 -2.7099818158987135
1.2722822276585957 -13.300842580049112
3.325947267701409 -9.778927802421705
3.8167889944100324 -14.742365397078474
5.387755997845472 -18.976553023723756
4.758469032343028 -18.60080852189345
6.313003636391294 -17.689152897062886
2.74013715415768 -11.17857597649277
4.547983167904073 -14.484492944078436
3.4183063726319802 -10.831506339046495
4.748199776118135 -11.48599845041177
5.101654839913421 -19.39558247101951
10.479179219529975 -19.878386377674474
3.6858682484955017 -10.310254645499137
8.206927651028057 -18.34048836444763
7.421339942296717 -18.804924613646136
1.8889125792034802 -8.66092636639155
4.661918149864825 -13.749173098841462
5.486588372448967 -14.95674110744298
4.638930408193925 -14.2535149627641
5.195988783728799 -16.87518360514642
6.304364513716807 -17.936139711728234
6.095621956462294 -19.429060497611967
4.389845524262541 -12.649398060089169
5.09838769157738 -13.515307430871037
6.636878836442831 -19.51384215837426
4.85489096242524 -16.89869383072004
1.85921520720093 -9.03889415194004
4.673977383980579 -19.319625865868268
5.094208696514415 -13.453515577027938
2.9724710346236964 -14.743302622796403
1.8030947400626007 -8.164681545269989
7.395956594394604 -19.394062148840487
5.769295165860578 -17.103287094684163
8.720652531552357 -18.718694892149795
5.09862695223311 -13.988071622756824
8.045670863110944 -18.497589956215364
4.592470740533925 -11.165454766385182
6.111380797097466 -14.771511412900425
4.583340778770261 -16.152022687077245
5.7676232337837225 -16.685834623157554
4.187200304034411 -12.676383922534976
5.939043719831635 -14.72812408036161
6.23548782474089 -16.44403337817288
6.789825677947462 -18.353843474565018
6.6370990128233265 -18.781907997800698
5.58115059687398 -19.71086538353766
4.7049498326871015 -16.957841899717284
6.628384767670847 -19.98021766360627
3.8783097579852703 -11.970515469161764
6.985883595380256 -15.222424285282692
5.362178936992107 -16.114542342705327
5.24165966305851 -17.4969301868029
6.22231626461137 -15.96810200114441
5.426723050762993 -13.32653057405837
6.119353859187656 -16.556411400328827
2.929801412155427 -8.44440106149819
6.070160224350859 -17.5647554006663
5.215214012886319 -16.228379895602828
3.6278133860144406 -15.963244935430522
3.8312357369857444 -12.871098700197088
4.400237423915017 -13.765482807009846
6.7382606824968025 -15.103294748508898
2.0162146793655316 -5.203908333795818
7.56233012103805 -19.50883729576165
3.8339648952093723 -14.305829452078928
