theta_0 theta_1 theta_2 theta_3
1.0312727183172306 -0.3749938638314645 3.382236675291719 -1.7306877664734344
-0.15694891524352872 -0.7575454479546812 1.5293143458760987 -1.477184889775951
-1.6917929502962774 0.23906766217090336 1.0499076670303915 -1.9738525621091494
1.395077112811692 2.0552804311965662 3.2375048958803965 -1.1154633391545632
0.49368757787917816 -1.4838640097263769 4.045429569977736 -1.547955809595555
-0.18141789643503503 0.08854560290158942 1.0692801900306979 -1.5617131476473831
0.456432588274917 0.7531769279342114 2.9281726744157415 2.916949202771446
-0.23667122125885198 0.6854984918988114 1.5853426663127954 -1.196864079095457
0.014519247677021507 0.003005019567195122 4.859816250569773 2.7319426584485482
0.18391133477187563 0.7613041582406339 1.8559381688453525 2.8852520413187337
-1.2705722217781528 0.5075834923037565 3.361219948548658 -1.5476482595026888
1.513035365221777 0.17235446684005906 1.112728905427413 2.316098874414597
0.6523781878392214 -0.6165263610854232 5.5572540610687415 1.8101872861690194
0.7462211780500084 1.0300846264730168 1.7505709852482072 2.3820528033572277
0.5771711296764519 0.7187592680827009 4.1189494946211855 -0.6936507836592178
0.20465695273881224 0.08990050417586137 2.270792191769989 -1.3518214137265705
-1.2576158914311084 1.6453355749709953 5.647738486387876 -1.784189648289873
0.3461454552541834 -0.35920856948759594 5.432451411984577 1.510965621650223
0.7459966560009806 -0.22919270272007752 4.046361220353816 2.010237720051016
0.4503039804511467 1.2505681584826482 2.7748577798659633 -1.9825795582832355
-1.4836067332248013 0.32179325092180644 4.262202639926072 -1.8039559376680294
1.0935484438624168 -1.2998272201573762 2.7780721504822186 -0.24474285008881358
1.3319057201414954 0.7162654242806403 5.5182274878168815 0.4910634358109698
1.42016870600026 2.016071690662068 3.7294630570642995 -1.412519679171905
-1.639368358392023 -2.1179839995298213 1.0798585927878976 -0.9317308595087945
-0.6898229445746911 0.04259600515983686 2.223768847343195 -0.6922024251316139
1.5282918439378634 1.053656175711299 3.4780168456284972 -1.6703491642040411
0.9027496341220691 -1.2587484776550715 3.509705208168765 2.6288663235571956
0.275748293721531 -0.3764520854125184 4.2030118762487465 -1.6246479241050578
0.9801183889320304 -2.1236086107798147 4.410363401808226 0.9036260802489259
-0.07285707775897277 -0.15371011289538822 3.016087484579529 0.6538546449339824
2.041901836483185 -1.3346682984112523 1.530260377570034 -1.8804199803988473
0.40991261153783526 -0.6806953205385351 4.182728288071458 -1.4555206793208455
-0.33502008620460044 -0.8380103913023846 4.597252015170522 -1.6094333856420342
1.3370537403511475 0.05979945404678366 4.690453633465145 -1.3903304661377693
1.480974997681999 0.6999520726387791 3.4907104801996667 -0.39285691935310574
0.547780576927344 -0.061948985449879146 4.4871398549627015 1.9373881692683192
1.3806992671216096 0.8262432208895629 4.599084587911002 0.037081033931175345
1.3586710666483586 -0.3606542086331002 3.014593938166441 0.1486580446908734
0.2691796799062329 -0.477737593552221 4.60722118716231 1.1614142212944554
0.4436016868741047 -2.3457709787563563 1.0013969045724425 0.6489259867736172
0.9338808507551798 1.4179669090869942 1.633215421492305 -1.1991753482811651
0.026247660833735864 0.021622544209279893 2.207089701596606 1.2272412250054812
1.085153728917712 -1.0770023629371577 2.4489828606094077 -1.0307833932332147
-1.120549489638889 0.17573214946615667 2.0573398087026438 -0.3955287652571384
1.2466086541766848 0.16597130618632483 1.7764885652057787 -1.7766995371111274
0.4460195603888881 -0.4769806184672387 1.0867970950111454 -1.0263297193975531
0.7035114734851716 -0.5499907116582851 1.142618382792252 -1.8089276858278927
0.7001634390946923 -0.6064973797713561 1.0690496216015823 -0.171285784324267
-0.44259367755412077 0.6227347005375128 1.1990715313245879 -1.1950586981594808
0.23521262705750945 -1.1965562764991629 4.7210229672917 -1.8942980356699866
0.8001540845418913 -0.1149859240710649 2.972166789754218 1.6745688516377442
0.33327082795532836 -0.40647133421513615 5.751524562086773 2.9153752393053693
0.30487950584898293 0.18369152618388074 1.8639862669338667 -0.7752874959423379
1.7991948376497342 0.7322704720349906 2.665704886946343 -1.7882498799099475
1.4694990922007318 -1.0394177212920344 2.2839917222872357 -1.7367811041880556
1.9448397605582137 0.049281619062338744 1.1104648341662724 2.0216742311854143
0.26071535032809695 0.7711967532392204 1.4496179319801428 -0.48067670697842546
